Source,Source_Type,Target,Target_Type,Hypothesis_Class,Score,Bridge_Score,Common_Neighbors,Distinct_Bridge_Types,Adamic_Adar,Jaccard,Preferential_Attachment,Degree_Source,Degree_Target,Bridge_Nodes,Bridge_Types,Training_Graph,Candidate_Status,Embedding_Source_Target_Similarity,Embedding_Bridge_Mean_Similarity,Node2Vec_Integrated_Score,ML_Probability,Final_AI_Rank_Score
toxicity,BIOLOGICAL_PROCESS,expression,BIOLOGICAL_PROCESS,semantic_hypothesis,575.226447872181,195.0,41,7,10.87989060275715,0.5466666666666666,3264,68,48,dinoflagellate; alexandrium; saxitoxin; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; dinoflagellates; alexandrium_catenella; regulation; alexandrium_minutum; biosynthesis; cyanobacteria; alexandrium_tamarense; nutrient; sxta; phylogenetic; toxin_production; alexandrium_fundyense; bloom; light; evolution,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; CYANO_TAXON; DINO_TAXON; ENV_FACTOR; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
neosaxitoxin,TOXIN,expression,BIOLOGICAL_PROCESS,process_toxin_association,351.98311523964617,117.0,24,6,5.9915576198230704,0.4,1728,36,48,dinoflagellate; saxitoxin; alexandrium; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; dinoflagellates; alexandrium_tamarense; toxin_production; light; gymnodinium; gymnodinium_catenatum; nutrient; phylogenetic; cyanobacteria; alexandrium_fundyense; gonyautoxin; bloom; alexandrium_catenella; lc_ms; nitrogen,DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; CYANO_TAXON; DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON; DETECTION_METHOD; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
temperature,ENV_FACTOR,cyanobacterial,CYANO_TAXON,semantic_hypothesis,351.7719477166635,106.0,30,6,7.57828155063943,0.46153846153846156,2244,44,51,dinoflagellate; saxitoxin; dinoflagellates; paralytic_shellfish_toxins; alexandrium; paralytic_shellfish_poisoning; bloom; hplc; pyrodinium; saxitoxin_biosynthesis; alexandrium_tamarense; biosynthesis; toxin_production; gymnodinium; gymnodinium_catenatum; pyrodinium_bahamense; toxin_biosynthesis; regulation; toxicity; gonyautoxin,DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; ENV_FACTOR; DETECTION_METHOD; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; TOXIN,dino_pre2016,unvalidated_candidate,,,,,
gtx,TOXIN,harmful_algal_bloom,ENV_FACTOR,environment_toxin_association,349.96637481727146,106.0,29,6,7.331013495592266,0.6304347826086957,1404,39,36,alexandrium; saxitoxin; paralytic_shellfish_poisoning; dinoflagellate; dinoflagellates; toxicity; paralytic_shellfish_toxins; alexandrium_tamarense; gonyautoxin; gymnodinium; hplc; alexandrium_catenella; mass_spectrometry; alexandrium_minutum; nutrient; gymnodinium_catenatum; alexandrium_fundyense; bloom; nitrogen; warming,DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; DETECTION_METHOD; DINO_TAXON; DETECTION_METHOD; DINO_TAXON; ENV_FACTOR; DINO_TAXON; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
gymnodinium,DINO_TAXON,toxin_biosynthesis,BIOLOGICAL_PROCESS,semantic_hypothesis,344.92920456909,89.0,36,7,9.317543461015594,0.5294117647058824,2604,62,42,alexandrium; paralytic_shellfish_toxins; dinoflagellate; dinoflagellates; biosynthesis; cyanobacteria; toxin_production; expression; saxitoxin; paralytic_shellfish_poisoning; toxicity; alexandrium_minutum; gtx; saxitoxin_biosynthesis; alexandrium_catenella; sxta; cyanobacterial; alexandrium_tamarense; temperature; alexandrium_fundyense,DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; CYANO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; TOXIN; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; SXT_GENE; CYANO_TAXON; DINO_TAXON; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
gonyautoxin,TOXIN,evolution,BIOLOGICAL_PROCESS,process_toxin_association,340.80927495148893,98.0,30,7,7.523685094792083,0.47619047619047616,2142,51,42,saxitoxin; dinoflagellate; alexandrium; paralytic_shellfish_poisoning; dinoflagellates; paralytic_shellfish_toxins; toxicity; phylogenetic; cyanobacteria; gymnodinium; pyrodinium; alexandrium_catenella; mouse_bioassay; alexandrium_tamarense; alexandrium_minutum; biosynthesis; toxin_production; gymnodinium_catenatum; hplc; bloom,TOXIN; DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; DETECTION_METHOD; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DETECTION_METHOD; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
gonyautoxin,TOXIN,saxitoxin_biosynthesis,BIOLOGICAL_PROCESS,process_toxin_association,335.8637697636944,96.0,31,6,7.931884881847199,0.5,2142,51,42,saxitoxin; alexandrium; dinoflagellate; dinoflagellates; paralytic_shellfish_poisoning; gymnodinium; gymnodinium_catenatum; pyrodinium; toxicity; phylogenetic; cyanobacteria; temperature; toxin_production; gtx; pyrodinium_bahamense; nutrient; biosynthesis; phosphate; anabaena; alexandrium_catenella,TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; CYANO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; ENV_FACTOR; CYANO_TAXON; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
gymnodinium_catenatum,DINO_TAXON,toxin_biosynthesis,BIOLOGICAL_PROCESS,semantic_hypothesis,333.48998156917094,85.0,35,7,9.01061578458546,0.546875,2394,57,42,alexandrium; paralytic_shellfish_toxins; dinoflagellate; dinoflagellates; biosynthesis; expression; saxitoxin; paralytic_shellfish_poisoning; toxicity; alexandrium_minutum; cyanobacteria; toxin_production; gtx; saxitoxin_biosynthesis; alexandrium_catenella; sxta; cyanobacterial; alexandrium_tamarense; temperature; alexandrium_fundyense,DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; TOXIN; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; CYANO_TAXON; BIOLOGICAL_PROCESS; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; SXT_GENE; CYANO_TAXON; DINO_TAXON; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
toxicity,BIOLOGICAL_PROCESS,gene_expression,BIOLOGICAL_PROCESS,semantic_hypothesis,333.39657793963624,97.0,30,6,7.585612913480097,0.4225352112676056,2244,68,33,alexandrium; dinoflagellate; saxitoxin; paralytic_shellfish_poisoning; regulation; paralytic_shellfish_toxins; alexandrium_minutum; dinoflagellates; toxin_production; alexandrium_catenella; sxta; evolution; alexandrium_tamarense; biosynthesis; cyanobacteria; cyanobacterial; nutrient; gymnodinium; gymnodinium_catenatum; alexandrium_fundyense,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; CYANO_TAXON; CYANO_TAXON; ENV_FACTOR; DINO_TAXON; DINO_TAXON; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
neosaxitoxin,TOXIN,cyanobacterial,CYANO_TAXON,semantic_hypothesis,328.88207531652785,100.0,27,6,6.691037658263919,0.45,1836,36,51,dinoflagellate; saxitoxin; paralytic_shellfish_poisoning; dinoflagellates; paralytic_shellfish_toxins; alexandrium; gymnodinium; hplc; pyrodinium; alexandrium_tamarense; toxin_production; gymnodinium_catenatum; pyrodinium_bahamense; toxicity; phylogenetic; cyanobacteria; gonyautoxin; alexandrium_fundyense; bloom; alexandrium_catenella,DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; DETECTION_METHOD; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; CYANO_TAXON; TOXIN; DINO_TAXON; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
gtx,TOXIN,cyanobacterial,CYANO_TAXON,semantic_hypothesis,328.5197790427541,98.0,28,6,7.001825005248037,0.45161290322580644,1989,39,51,dinoflagellate; saxitoxin; paralytic_shellfish_poisoning; alexandrium; paralytic_shellfish_toxins; dinoflagellates; gymnodinium; hplc; alexandrium_tamarense; biosynthesis; toxin_production; gymnodinium_catenatum; saxitoxin_biosynthesis; toxin_biosynthesis; toxicity; phylogenetic; alexandrium_fundyense; gonyautoxin; bloom; alexandrium_catenella,DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; DETECTION_METHOD; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
phylogenetic,BIOLOGICAL_PROCESS,salinity,ENV_FACTOR,semantic_hypothesis,326.64287085889725,95.0,29,6,7.277575780325821,0.5087719298245614,1824,48,38,dinoflagellate; saxitoxin; alexandrium; toxicity; paralytic_shellfish_poisoning; paralytic_shellfish_toxins; gonyautoxin; dinoflagellates; toxin_production; pyrodinium; gtx; bloom; alexandrium_tamarense; neosaxitoxin; alexandrium_minutum; nutrient; nutrients; hplc; alexandrium_catenella; light,DINO_TAXON; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON; TOXIN; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; DETECTION_METHOD; DINO_TAXON; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
neosaxitoxin,TOXIN,harmful_algal_bloom,ENV_FACTOR,environment_toxin_association,326.49324659536,100.0,26,6,6.420536341158245,0.5652173913043478,1296,36,36,saxitoxin; alexandrium; paralytic_shellfish_poisoning; dinoflagellate; dinoflagellates; toxicity; paralytic_shellfish_toxins; alexandrium_tamarense; gonyautoxin; gymnodinium; hplc; pyrodinium; mass_spectrometry; nutrient; gymnodinium_catenatum; alexandrium_fundyense; bloom; alexandrium_catenella; nitrogen; pyrodinium_bahamense,TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; DETECTION_METHOD; DINO_TAXON; DETECTION_METHOD; ENV_FACTOR; DINO_TAXON; DINO_TAXON; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
cyanobacteria,CYANO_TAXON,nutrients,ENV_FACTOR,semantic_hypothesis,326.1176242908964,92.0,32,5,8.170752443955642,0.47761194029850745,2268,63,36,dinoflagellate; alexandrium; saxitoxin; toxicity; bloom; toxin_production; paralytic_shellfish_toxins; alexandrium_catenella; nitrogen; paralytic_shellfish_poisoning; regulation; dinoflagellates; nutrient; gymnodinium; pyrodinium; alexandrium_fundyense; light; expression; alexandrium_tamarense; alexandrium_minutum,DINO_TAXON; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON; ENV_FACTOR; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; DINO_TAXON; DINO_TAXON; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
phylogenetic,BIOLOGICAL_PROCESS,nitrate,ENV_FACTOR,semantic_hypothesis,319.3385035792777,97.0,26,6,6.465861959130365,0.4406779661016949,1776,48,37,alexandrium; dinoflagellate; dinoflagellates; toxicity; paralytic_shellfish_toxins; saxitoxin; alexandrium_tamarense; bloom; paralytic_shellfish_poisoning; gonyautoxin; toxin_production; alexandrium_fundyense; gtx; alexandrium_minutum; nutrient; nutrients; hplc; pyrodinium; alexandrium_catenella; light,DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; TOXIN; DINO_TAXON; ENV_FACTOR; TOXIN; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; DETECTION_METHOD; DINO_TAXON; DINO_TAXON; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_minutum,DINO_TAXON,phylogeny,BIOLOGICAL_PROCESS,semantic_hypothesis,317.0017539131524,86.0,30,7,7.619924575623814,0.47619047619047616,2052,57,36,saxitoxin; alexandrium; dinoflagellates; dinoflagellate; paralytic_shellfish_poisoning; biosynthesis; sxta; gymnodinium; paralytic_shellfish_toxins; cyanobacteria; gymnodinium_catenatum; pyrodinium; evolution; phylogenetic; sxtg; hplc; gonyautoxin; gtx; saxitoxin_biosynthesis; bloom,TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; SXT_GENE; DINO_TAXON; TOXIN; CYANO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; SXT_GENE; DETECTION_METHOD; TOXIN; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
sxta,SXT_GENE,nitrate,ENV_FACTOR,environment_gene_regulation,316.4453137150905,94.0,27,6,6.766135118414804,0.391304347826087,2183,59,37,alexandrium; dinoflagellate; paralytic_shellfish_toxins; dinoflagellates; saxitoxin; paralytic_shellfish_poisoning; toxicity; alexandrium_tamarense; alexandrium_minutum; bloom; toxin_production; alexandrium_fundyense; light; regulation; nutrient; pyrodinium; gonyautoxin; alexandrium_catenella; nitrogen; pyrodinium_bahamense,DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; TOXIN; DINO_TAXON; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
gonyautoxin,TOXIN,toxin_biosynthesis,BIOLOGICAL_PROCESS,process_toxin_association,312.56999787312884,80.0,32,7,8.1620481168923,0.5245901639344263,2142,51,42,alexandrium; paralytic_shellfish_toxins; dinoflagellate; dinoflagellates; nutrient; toxin_production; saxitoxin; paralytic_shellfish_poisoning; toxicity; alexandrium_minutum; cyanobacteria; gtx; alexandrium_catenella; alexandrium_tamarense; biosynthesis; temperature; phosphate; anabaena; bloom; light,DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; TOXIN; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; CYANO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; ENV_FACTOR; CYANO_TAXON; ENV_FACTOR; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
sxta,SXT_GENE,salinity,ENV_FACTOR,environment_gene_regulation,311.972526339978,90.0,28,6,6.957277662742626,0.4057971014492754,2242,59,38,dinoflagellate; saxitoxin; alexandrium; paralytic_shellfish_poisoning; paralytic_shellfish_toxins; pyrodinium; toxicity; dinoflagellates; alexandrium_minutum; toxin_production; bloom; light; pyrodinium_bahamense; regulation; alexandrium_tamarense; nutrient; gonyautoxin; alexandrium_catenella; lc_ms; nitrogen,DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; ENV_FACTOR; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; TOXIN; DINO_TAXON; DETECTION_METHOD; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
temperature,ENV_FACTOR,evolution,BIOLOGICAL_PROCESS,semantic_hypothesis,307.45881661857277,93.0,25,6,6.180227981417547,0.4098360655737705,1848,44,42,saxitoxin; dinoflagellate; alexandrium; dinoflagellates; paralytic_shellfish_poisoning; paralytic_shellfish_toxins; saxitoxin_biosynthesis; regulation; toxicity; biosynthesis; gymnodinium; pyrodinium; alexandrium_catenella; mouse_bioassay; alexandrium_tamarense; alexandrium_minutum; toxin_production; gymnodinium_catenatum; hplc; alexandrium_fundyense,TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; DINO_TAXON; DETECTION_METHOD; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DETECTION_METHOD; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
expression,BIOLOGICAL_PROCESS,nitrate,ENV_FACTOR,semantic_hypothesis,307.2223300769296,99.0,23,5,5.756326328787392,0.3709677419354839,1776,48,37,alexandrium; dinoflagellate; paralytic_shellfish_toxins; dinoflagellates; saxitoxin; alexandrium_minutum; alexandrium_tamarense; nutrient; paralytic_shellfish_poisoning; toxin_production; bloom; light; regulation; alexandrium_fundyense; nitrogen; nutrients; phosphorus; gonyautoxin; alexandrium_catenella; warming,DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; ENV_FACTOR; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR; TOXIN; DINO_TAXON; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
toxin_production,BIOLOGICAL_PROCESS,anabaena,CYANO_TAXON,semantic_hypothesis,304.62822466372705,78.0,31,7,7.892237331863515,0.484375,2124,59,36,saxitoxin; alexandrium; dinoflagellates; paralytic_shellfish_toxins; dinoflagellate; alexandrium_tamarense; cyanobacteria; hplc; cyanobacterial; paralytic_shellfish_poisoning; biosynthesis; bloom; sxta; expression; evolution; cyanobacterium; phylogenetic; gymnodinium; pyrodinium; gonyautoxin,TOXIN; DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; CYANO_TAXON; DETECTION_METHOD; CYANO_TAXON; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; CYANO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; TOXIN,dino_pre2016,unvalidated_candidate,,,,,
nitrate,ENV_FACTOR,harmful_algal_bloom,ENV_FACTOR,semantic_hypothesis,304.5473381185205,89.0,26,6,6.507711612451731,0.5531914893617021,1332,37,36,alexandrium; dinoflagellate; dinoflagellates; saxitoxin; toxicity; paralytic_shellfish_toxins; alexandrium_tamarense; bloom; paralytic_shellfish_poisoning; gonyautoxin; hplc; nitrogen; alexandrium_minutum; nutrient; phosphorus; alexandrium_fundyense; pyrodinium; alexandrium_catenella; pyrodinium_bahamense; warming,DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON; ENV_FACTOR; TOXIN; TOXIN; DETECTION_METHOD; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; DINO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
light,ENV_FACTOR,phosphorus,ENV_FACTOR,semantic_hypothesis,303.51258038971406,87.0,27,6,6.801744740311564,0.4909090909090909,1581,51,31,alexandrium; dinoflagellate; paralytic_shellfish_poisoning; paralytic_shellfish_toxins; alexandrium_minutum; nutrient; toxin_production; dinoflagellates; nitrogen; regulation; alexandrium_tamarense; nutrients; alexandrium_fundyense; gonyautoxin; bloom; expression; saxitoxin; nitrate; toxicity; biosynthesis,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; DINO_TAXON; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
pyrodinium,DINO_TAXON,toxin_biosynthesis,BIOLOGICAL_PROCESS,semantic_hypothesis,302.94375782168447,77.0,31,7,7.930895304284858,0.5081967213114754,2100,50,42,alexandrium; paralytic_shellfish_toxins; dinoflagellate; dinoflagellates; nutrient; toxin_production; saxitoxin; paralytic_shellfish_poisoning; toxicity; biosynthesis; cyanobacteria; saxitoxin_biosynthesis; sxta; cyanobacterial; alexandrium_minutum; temperature; sxt_genes; anabaena; bloom; alexandrium_catenella,DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; TOXIN; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; CYANO_TAXON; BIOLOGICAL_PROCESS; SXT_GENE; CYANO_TAXON; DINO_TAXON; ENV_FACTOR; SXT_GENE; CYANO_TAXON; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
evolution,BIOLOGICAL_PROCESS,harmful_algal_bloom,ENV_FACTOR,semantic_hypothesis,300.8110160433898,85.0,26,7,6.405508021694915,0.5,1512,42,36,saxitoxin; alexandrium; dinoflagellate; paralytic_shellfish_poisoning; dinoflagellates; paralytic_shellfish_toxins; toxicity; gymnodinium; pyrodinium; alexandrium_catenella; sxta; alexandrium_tamarense; alexandrium_minutum; hplc; gymnodinium_catenatum; alexandrium_fundyense; bloom; nitrogen; expression; pyrodinium_bahamense,TOXIN; DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; DINO_TAXON; SXT_GENE; DINO_TAXON; DINO_TAXON; DETECTION_METHOD; DINO_TAXON; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
nitrogen,ENV_FACTOR,saxitoxin_biosynthesis,BIOLOGICAL_PROCESS,semantic_hypothesis,300.5551069694791,82.0,29,6,7.43884380732017,0.46774193548387094,2058,49,42,alexandrium; saxitoxin; dinoflagellate; dinoflagellates; paralytic_shellfish_poisoning; alexandrium_fundyense; toxicity; biosynthesis; cyanobacteria; toxin_production; phosphate; expression; regulation; nutrient; pyrodinium; gtx; alexandrium_catenella; light; sxta; gene_expression,DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; CYANO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; TOXIN; DINO_TAXON; ENV_FACTOR; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
salinity,ENV_FACTOR,harmful_algal_bloom,ENV_FACTOR,semantic_hypothesis,300.1433940365936,83.0,28,6,7.028218757427226,0.6086956521739131,1368,38,36,saxitoxin; alexandrium; dinoflagellate; paralytic_shellfish_poisoning; toxicity; paralytic_shellfish_toxins; gonyautoxin; dinoflagellates; pyrodinium; bloom; nitrogen; warming; alexandrium_tamarense; alexandrium_minutum; nutrient; hplc; alexandrium_catenella; pyrodinium_bahamense; toxin_biosynthesis; alexandrium_ostenfeldii,TOXIN; DINO_TAXON; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR; DINO_TAXON; DINO_TAXON; ENV_FACTOR; DETECTION_METHOD; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
gtx,TOXIN,evolution,BIOLOGICAL_PROCESS,process_toxin_association,296.07894501936255,89.0,24,6,5.934209351786525,0.42105263157894735,1638,39,42,saxitoxin; dinoflagellate; alexandrium; paralytic_shellfish_poisoning; dinoflagellates; paralytic_shellfish_toxins; toxicity; biosynthesis; gymnodinium; saxitoxin_biosynthesis; alexandrium_catenella; mouse_bioassay; alexandrium_tamarense; alexandrium_minutum; phylogenetic; toxin_production; hplc; gymnodinium_catenatum; alexandrium_fundyense; bloom,TOXIN; DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DETECTION_METHOD; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DETECTION_METHOD; DINO_TAXON; DINO_TAXON; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
