Source,Target,Source_Type,Target_Type,Hypothesis_Type,Common_Neighbor_Count,Weighted_Common_Neighbor_Score,Adamic_Adar_Score,Preferential_Attachment,Source_Degree,Target_Degree,Source_Weighted_Degree,Target_Weighted_Degree,Semantic_Bonus,Structural_Score,Bridge_Nodes,Bridge_Relation_Hints,Priority_Bonus,Priority_Score,Biological_Category,Has_STX_Gene_Signal,Has_Environment_Signal,Has_Evolution_Signal,Has_Regulation_Signal,Validated_in_Post2015,ML_Score,Priority_Score_Norm,ML_Score_Norm,Final_AI_Discovery_Score
sxtA1,Evolution,GENE,EVOLUTIONARY_PROCESS,GENE_EVOLUTION_HYPOTHESIS,11,12.0,2.6384,2747,67,41,81.0,43.0,3.5,50.5118,STX-producing; biosynthesis; evolution; genes involved; involved in stx; saxitoxin; saxitoxin biosynthesis; stx-producing dinoflagellates; sxtA; sxtG; sxta and sxtg,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,19.0,69.5118,Evolutionary mechanism,True,False,True,False,1,0.3688751228225068,0.37221838178287586,0.3977595402275036,0.3837119030829583
sxtA,GTX,GENE,TOXIN,GENE_TOXIN_HYPOTHESIS,9,12.0,2.1189,3186,118,27,191.0,54.0,2.0,46.1677,biosynthesis; nitrogen; nitrogen limitation; phylogeny; saxitoxin biosynthesis; saxitoxin-producing dinoflagellates; toxin content; toxin production; toxin profile,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,68.6677,Gene-toxin biology,True,True,True,False,0,0.35827671931829763,0.3671532023263461,0.38622768451076533,0.3757367193093347
STX biosynthesis,homologs,BIOLOGICAL_MECHANISM,EVOLUTIONARY_PROCESS,EVOLUTION_MECHANISM_HYPOTHESIS,15,18.0,3.7036,2538,54,47,68.0,54.0,1.5,60.5973,Alexandrium fundyense; Alexandrium tamarense; STX-producing; Saxitoxin; biosynthesis; evolution; genes involved; involved in stx; neurotoxin saxitoxin; saxitoxin; saxitoxin biosynthesis; stx-producing dinoflagellates; sxtA; sxtG; toxic species,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,81.09729999999999,Evolutionary mechanism,True,False,True,False,1,0.2673278342594614,0.4417393349799216,0.28726849507433927,0.37222745702240956
Alexandrium minutum,STX biosynthesis genes,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,7,7.0,1.6727,952,56,17,92.0,17.0,1.5,27.1053,biosynthesis; evolution; gene expression; neurotoxin saxitoxin; saxitoxin; saxitoxin biosynthesis; sxtA4,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,47.6053,Species-gene link,True,False,True,True,1,0.49081312184778036,0.24076434344088962,0.5304372034801595,0.3711171304585611
genes involved,Phylogenetic analysis,PHRASE_GENE_MECHANISM,EVOLUTIONARY_PROCESS,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,10,12.0,2.4426,2392,92,26,124.0,40.0,1.5,44.3453,biosynthesis; biosynthesis gene; biosynthesis of saxitoxin; biosynthetic pathway; gene transfer; horizontal gene; horizontal gene transfer; saxitoxin; saxitoxin biosynthesis; toxin content,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,64.84530000000001,Evolutionary mechanism,False,False,True,False,1,0.3744148080242703,0.34421617833080104,0.40378713206598343,0.37102310751163314
saxitoxin analogues,salinity,PHRASE_TOXIN_PHENOTYPE,ENV_FACTOR,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,15,25.0,3.6785,3264,48,68,83.0,120.0,1.0,67.177,Alexandrium minutum; cellular toxin; cellular toxin content; decarbamoylsaxitoxin; effects of temperature; gonyautoxin; paralytic shellfish toxin; paralytic shellfish toxins; saxitoxin; temperature; toxin composition; toxin content; toxin production; toxin profile; toxin profiles,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,15.0,82.177,Environmental driver,False,True,False,False,0,0.2553924114605834,0.44821827617079396,0.274281862363076,0.3699468899573209
paralytic shellfish toxin,STX biosynthesis,PHRASE_TOXIN_PHENOTYPE,BIOLOGICAL_MECHANISM,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,9,12.0,2.0359,2646,49,54,106.0,68.0,1.5,42.8018,biosynthesis; gene cluster; gene expression; genes involved; saxitoxin; sxtA; sxtA1; sxtA4; sxtG,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,63.3018,Mechanistic biology,True,False,False,True,1,0.38037275657603686,0.3349541187511851,0.41026982571313847,0.3688461868840641
sxtA4,saxitoxin-producing dinoflagellate,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,13,16.0,3.1462,1320,55,24,66.0,30.0,2.0,48.8924,Alexandrium fundyense; Alexandrium minutum; Alexandrium tamarense; Gymnodinium catenatum; Saxitoxin; biosynthesis; biosynthesis of saxitoxin; genes involved; neurotoxin saxitoxin; saxitoxin; saxitoxin biosynthesis; starting gene; sxtA,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,69.39240000000001,Gene-toxin biology,True,False,False,False,1,0.3378495770517935,0.3715018998173391,0.3640014258833166,0.36812668654702896
toxic species,sxtA1,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,13,16.0,3.0398,1943,29,67,38.0,81.0,2.0,51.7946,STX biosynthesis; biosynthesis; gene cluster; genes involved; involved in stx biosynthesis; saxitoxin; stx biosynthesis; sxt gene; sxtA; sxtA4; sxtG; sxta and sxtg; toxin profile,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,19.0,70.7946,Gene-toxin biology,True,False,False,False,0,0.32778517399264123,0.3799160623975383,0.35305060259119053,0.3678266054846818
sxtA4,sxt genes,GENE,PHRASE_GENE_MECHANISM,GENE_MECHANISM_PHRASE_HYPOTHESIS,13,13.0,3.196,1375,55,25,66.0,25.0,2.0,47.7671,Gymnodinium catenatum; STX biosynthesis; STX-producing; biosynthesis; clade; evolution; involved in stx; involved in stx biosynthesis; saxitoxin; saxitoxin biosynthesis; stx biosynthesis; sxtA; sxtA1,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,66.7671,Mechanistic biology,True,False,True,False,1,0.3502544270720769,0.355748297605246,0.3774988305221259,0.36553603741784196
sxtA4,Gene duplication,GENE,GENE_PRESENCE_ABSENCE,GENE_PRESENCE_ABSENCE_HYPOTHESIS,13,13.0,3.196,1375,55,25,66.0,25.0,2.0,47.7671,Gymnodinium catenatum; STX biosynthesis; STX-producing; biosynthesis; clade; evolution; involved in stx; involved in stx biosynthesis; saxitoxin; saxitoxin biosynthesis; stx biosynthesis; sxtA; sxtA1,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,66.7671,Gene presence/absence,True,False,True,False,0,0.3502544270720769,0.355748297605246,0.3774988305221259,0.36553603741784196
psp toxin,sxtA,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,8,22.0,1.7934,2478,21,118,56.0,191.0,2.0,44.9768,evolution; nitrogen; phylogeny; saxitoxin; saxitoxin production; toxin content; toxin production; toxin profile,ABSENT_IN;ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,67.4768,Gene-toxin biology,True,True,True,False,0,0.34427602632877263,0.36000698479906096,0.37099388336086286,0.3649510891518718
temperature,nitrogen limitation,ENV_FACTOR,PHRASE_ENVIRONMENT,ENVIRONMENT_PHRASE_HYPOTHESIS,16,23.0,4.0756,3895,95,41,178.0,65.0,1.0,72.1263,Alexandrium fundyense; Alexandrium minutum; GTX; Toxin composition; biosynthesis; cellular toxin; cellular toxin content; differences in toxin; paralytic shellfish toxin; paralytic shellfish toxins; saxitoxin; saxitoxin analogues; toxin composition; toxin content; toxin production; toxin profiles,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,10.0,82.1263,Environmental driver,False,True,False,False,0,0.2401930355332961,0.4479140413663323,0.25774380452178597,0.3623374347862865
phosphate,sxtG,ENV_FACTOR,GENE,ENV_GENE_HYPOTHESIS,12,14.0,2.8142,4240,53,80,78.0,101.0,2.0,59.8284,Alexandrium fundyense; Alexandrium minutum; Alexandrium tamarense; biosynthesis; cellular toxin; cellular toxin content; nitrogen; saxitoxin; saxitoxin biosynthesis; toxin content; toxin production; toxin synthesis,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,82.3284,Environmental driver,True,True,False,False,1,0.2372743068536533,0.4491267801036438,0.254568009412968,0.3615753332928397
biosynthesis,distinct toxin profiles,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,10,12.0,2.3727,3500,125,28,193.0,56.0,1.5,49.7455,Alexandrium catenella; Alexandrium tamarense; Toxin content; paralytic shellfish toxin; paralytic shellfish toxins; saxitoxin; saxitoxin derivatives; temperature; toxin composition; toxin content,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,19.5,69.24549999999999,Mechanistic biology,False,True,False,False,1,0.3243714457012495,0.3706203989736425,0.34933621088145395,0.36104251433215767
sxtA,neosaxitoxin,GENE,TOXIN,GENE_TOXIN_HYPOTHESIS,8,14.0,1.9287,3776,118,32,191.0,65.0,2.0,47.7374,Alexandrium tamarense; Gymnodinium catenatum; paralytic shellfish toxin; paralytic shellfish toxins; phylogeny; saxitoxin analogues; toxin production; toxin profile,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,68.23740000000001,Gene-toxin biology,True,False,True,False,0,0.33090730044867717,0.36457110693463335,0.3564477096937951,0.36091557817625614
sxtB,Gene duplication,GENE,GENE_PRESENCE_ABSENCE,GENE_PRESENCE_ABSENCE_HYPOTHESIS,6,6.0,1.4955,750,30,25,30.0,25.0,2.0,23.741,STX-producing; involved in stx; saxitoxin; stx-producing dinoflagellates; sxtA; sxtG,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,16.5,40.241,Gene presence/absence,True,False,False,False,0,0.5173370967021788,0.19657348800702798,0.5592972719738568,0.359799190792101
Alexandrium minutum,Evolution,SPECIES,EVOLUTIONARY_PROCESS,SPECIES_EVOLUTION_HYPOTHESIS,16,17.0,3.9035,2296,56,41,92.0,43.0,1.5,61.2871,Saxitoxin; biosynthesis; biosynthesis in dinoflagellates; evolution; gene transfer; genes involved; homologs; horizontal gene; horizontal gene transfer; saxitoxin; saxitoxin biosynthesis; saxitoxin biosynthesis in dinoflagellates; saxitoxin synthesis; sxtA; sxtG; sxta and sxtg,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,81.78710000000001,Evolutionary mechanism,True,False,True,False,0,0.23304992624836834,0.44587860851281386,0.24997156735323825,0.35772043999100483
evolution,PST biosynthesis,EVOLUTIONARY_PROCESS,BIOLOGICAL_MECHANISM,EVOLUTION_MECHANISM_HYPOTHESIS,10,10.0,2.2534,1917,71,27,101.0,27.0,3.0,42.0918,Alexandrium minutum; biosynthesis; gene cluster; gene expression; nitrogen; saxitoxin; sxtA; sxtA1; sxtG; toxin production,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,64.5918,Evolutionary mechanism,True,True,True,True,1,0.3452589736552041,0.3426950043084929,0.3720634035712473,0.35591078397673237
evolution,starting gene,EVOLUTIONARY_PROCESS,PHRASE_GENE_MECHANISM,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,11,13.0,2.7584,1633,71,23,101.0,25.0,1.5,43.6818,Alexandrium fundyense; Alexandrium minutum; homologs; neurotoxin saxitoxin; saxitoxin; saxitoxin synthesis; sxtA; sxtA1; sxtA4; sxta gene; toxin profile,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,64.18180000000001,Evolutionary mechanism,True,False,True,False,0,0.3468577464945346,0.34023472285229434,0.37380298800013584,0.355340442168823
gene cluster,homologs,PHRASE_GENE_MECHANISM,EVOLUTIONARY_PROCESS,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,18,22.0,4.4218,3243,69,47,79.0,54.0,0.0,72.0587,Alexandrium fundyense; Alexandrium minutum; Alexandrium tamarense; Saxitoxin; biosynthesis; evolution; gene transfer; genes involved; horizontal gene; horizontal gene transfer; involved in stx; saxitoxin; saxitoxin synthesis; secondary metabolites; sxtA; sxtG; sxta and sxtg; toxic species,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,92.5587,Evolutionary mechanism,True,False,True,False,0,0.14714682935595064,0.5105156029849814,0.15650257283996782,0.35120973941972533
saxitoxin derivatives,sxtG,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,10,13.0,2.3116,4240,53,80,106.0,101.0,2.0,54.3231,Alexandrium fundyense; Alexandrium tamarense; biosynthesis; paralytic shellfish toxin; paralytic shellfish toxins; saxitoxin; saxitoxin biosynthesis; toxin content; toxin production; toxin synthesis,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,74.8231,Gene-toxin biology,True,False,False,False,0,0.24518146382505146,0.404089827876309,0.26317158761109477,0.3406766197569626
saxitoxin biosynthesis,PST biosynthesis,PHRASE_TOXIN_PHENOTYPE,BIOLOGICAL_MECHANISM,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,11,11.0,2.4821,2160,80,27,112.0,27.0,1.5,44.7642,Alexandrium minutum; biosynthesis; biosynthesis gene; gene expression; genes involved; saxitoxin; sxtA; sxtA1; sxtG; toxin content; toxin production,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,65.2642,Mechanistic biology,True,False,False,True,0,0.3077555984090848,0.34672986589665855,0.3312569262506601,0.3397670430559593
sxtA,toxic dinoflagellate,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,10,15.0,2.4699,3068,118,26,191.0,37.0,2.0,49.7798,cellular toxin content; gene copy; gene copy number; saxitoxin; saxitoxin and its derivatives; sxt gene; sxtA1; toxin content; toxin production; toxin profile,ABSENT_IN;ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,70.2798,Gene-toxin biology,True,False,False,False,1,0.26996704473560323,0.37682690899838933,0.2901401534712747,0.33781786901118777
sxtG,Alexandrium pacificum,GENE,SPECIES,SPECIES_GENE_HYPOTHESIS,10,12.0,2.2977,1280,80,16,101.0,18.0,2.0,38.9955,STX biosynthesis; Saxitoxin; biosynthesis; biosynthesis of saxitoxin; gene cluster; genes involved; involved in stx biosynthesis; saxitoxin; stx biosynthesis; sxtA,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,19.0,57.9955,Species-gene link,True,False,False,False,1,0.3518246602663191,0.3031126760901447,0.3792073616825448,0.33735528460672476
sxtG,core genes,GENE,PHRASE_GENE_MECHANISM,GENE_MECHANISM_PHRASE_HYPOTHESIS,15,15.0,3.607,2080,80,26,101.0,26.0,2.0,57.1139,Alexandrium fundyense; Alexandrium tamarense; STX biosynthesis; Saxitoxin; biosynthesis; biosynthesis of saxitoxin; gene cluster; genes involved; involved in stx; involved in stx biosynthesis; paralytic shellfish toxins; saxitoxin; stx biosynthesis; sxtA; toxic species,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,19.0,76.1139,Mechanistic biology,True,False,False,False,1,0.22682944415081452,0.4118355139827996,0.24320321757215516,0.33595098059800965
sxtA1,Gene expression,GENE,REGULATION_EXPRESSION,GENE_REGULATION_HYPOTHESIS,9,9.0,2.174,1139,67,17,81.0,17.0,3.5,36.0431,STX biosynthesis; biosynthesis; clade; evolution; gene expression; saxitoxin; saxitoxin biosynthesis; stx biosynthesis; sxtA4,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,19.0,55.0431,Gene regulation,True,False,True,True,0,0.3669407454037717,0.28539624933092345,0.39565479291478706,0.3350125939436621
sxtG,conserved,GENE,EVOLUTIONARY_PROCESS,GENE_EVOLUTION_HYPOTHESIS,11,11.0,2.7377,1360,80,17,101.0,17.0,2.0,41.7755,biosynthesis; conservation; evolution; gene cluster; gene transfer; horizontal gene; horizontal gene transfer; nitrogen; saxitoxin; saxitoxin synthesis; secondary metabolites,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,21.0,62.7755,Evolutionary mechanism,True,True,True,False,1,0.3088183688279488,0.3317959574575331,0.33241329995595353,0.33207376158182234
Toxin content,sxtA1,TOXIN,GENE,GENE_TOXIN_HYPOTHESIS,9,11.0,2.2194,3484,52,67,85.0,81.0,2.0,47.3587,Pyrodinium bahamense; biosynthesis; cellular toxin; cellular toxin content; paralytic shellfish toxin; saxitoxin biosynthesis; toxic dinoflagellate; toxin content; toxin production,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,67.8587,Gene-toxin biology,True,False,False,False,0,0.2694652712292673,0.3622986469652128,0.2895941863663942,0.32958163969574444
gene expression,sxtB,REGULATION_EXPRESSION,GENE,GENE_REGULATION_HYPOTHESIS,5,5.0,1.0896,1260,42,30,42.0,30.0,3.5,24.4792,genes involved; saxitoxin; sxtA; sxtG; sxta and sxtg,ASSOCIATED_WITH;INVOLVED_IN;PRESENT_IN;REGULATES,14.5,38.9792,Gene regulation,True,False,False,True,1,0.46351116171908124,0.18900182180841485,0.5007306288188664,0.32927978496311805
genes involved,clade,PHRASE_GENE_MECHANISM,EVOLUTIONARY_PROCESS,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,14,16.0,3.3578,2392,92,26,124.0,32.0,0.0,54.6757,Alexandrium catenella; Alexandrium fundyense; Gymnodinium catenatum; STX biosynthesis; biosynthesis; gene expression; involved in stx biosynthesis; saxitoxin; saxitoxin biosynthesis; stx biosynthesis; sxtA; sxtA1; sxtA4; sxtG,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,19.0,73.6757,Evolutionary mechanism,True,False,False,True,0,0.22845563967923316,0.3972046402108401,0.24497263993784268,0.32870024008799126
sxtB,gene loss,GENE,GENE_PRESENCE_ABSENCE,GENE_PRESENCE_ABSENCE_HYPOTHESIS,3,3.0,0.7319,510,30,17,30.0,17.0,3.5,15.0139,saxitoxin; saxitoxin synthesis; secondary metabolites,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,16.5,31.5139,Gene presence/absence,True,False,False,False,1,0.48949901092638115,0.14420489704022138,0.5290073525091763,0.3173660020012511
sxtA1,Alexandrium pacificum,GENE,SPECIES,SPECIES_GENE_HYPOTHESIS,10,12.0,2.3375,1072,67,16,81.0,18.0,2.0,38.035,STX biosynthesis; biosynthesis; gene cluster; genes involved; involved in stx biosynthesis; saxitoxin; stx biosynthesis; sxt gene; sxtA; sxtA4,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,19.0,57.035,Species-gene link,True,False,False,False,1,0.31319569476129105,0.29734901672751357,0.3371761579721059,0.31527123028758014
sxtA4,expression level,GENE,REGULATION_EXPRESSION,GENE_REGULATION_HYPOTHESIS,11,11.0,2.5032,1485,55,27,66.0,27.0,2.0,41.9314,Alexandrium minutum; biosynthesis; gene cluster; gene expression; genes involved; paralytic shellfish toxin; paralytic shellfish toxins; saxitoxin; sxtA; sxtA1; toxin content,ASSOCIATED_WITH;INVOLVED_IN;PRESENT_IN;REGULATES,14.5,56.4314,Gene regulation,True,False,False,True,0,0.31301984967749497,0.29372700236907096,0.33698482536865965,0.3131930227188859
growth and toxin production,sxtA1,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,9,11.0,2.1765,3082,46,67,73.0,81.0,3.5,46.763,Alexandrium minutum; Pyrodinium bahamense; cellular toxin; cellular toxin content; saxitoxin; toxic dinoflagellate; toxin content; toxin production; toxin profile,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,67.263,Gene-toxin biology,True,False,False,False,0,0.2385024840368071,0.3587240380299506,0.2559043580493541,0.3124551820386822
psp toxin,biosynthesis,PHRASE_TOXIN_PHENOTYPE,BIOLOGICAL_MECHANISM,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,8,21.0,1.8641,2625,21,125,56.0,193.0,1.5,44.8531,Phylogenetic analysis; evolution; nitrogen; phosphate; phylogeny; saxitoxin; toxin content; toxin production,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,67.3531,Mechanistic biology,False,True,True,False,1,0.23753800369420927,0.3592646998816664,0.25485493129861264,0.31228030401929224
sxtA,toxin content and composition,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,7,16.0,1.7674,4602,118,39,191.0,89.0,2.0,50.5448,Alexandrium catenella; Alexandrium tamarense; paralytic shellfish toxin; paralytic shellfish toxins; pst content; saxitoxin; toxin content,ABSENT_IN;ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,71.04480000000001,Gene-toxin biology,True,False,False,False,0,0.21124048437479637,0.38141743415446727,0.22624126336464806,0.31158815729904865
STX biosynthesis genes,gene loss,GENE,GENE_PRESENCE_ABSENCE,GENE_PRESENCE_ABSENCE_HYPOTHESIS,3,3.0,0.6204,289,17,17,17.0,17.0,3.0,13.1859,biosynthesis; evolution; saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN,17.0,30.1859,Gene presence/absence,False,False,True,False,0,0.48142939752763736,0.13623598539672938,0.5202270095672215,0.3090319462734508
Alexandrium minutum,sxtB,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,8,8.0,1.8195,1680,56,30,92.0,30.0,2.0,34.039,Saxitoxin; genes involved; homologs; saxitoxin; saxitoxin synthesis; sxtA; sxtG; sxta and sxtg,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,18.0,52.039,Species-gene link,True,False,False,False,1,0.3126058399790502,0.26736958708076203,0.3365343518510304,0.2984937312273828
paralytic shellfish toxins,phosphorus,PHRASE_TOXIN_PHENOTYPE,ENV_FACTOR,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,20,23.0,4.9541,1768,68,26,113.0,40.0,0.0,70.2482,PST biosynthesis; biosynthesis; biosynthesis gene; cellular toxin content; expression level; gene cluster; gene expression; genes involved; nitrogen; nitrogen limitation; pst biosynthesis; saxitoxin analogues; sxtA; sxtA1; sxtG; sxta and sxtg; toxin content; toxin contents; toxin production; toxin profiles,ASSOCIATED_WITH;DECREASES;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,18.0,88.2482,Environmental driver,True,True,False,True,0,0.06589829950864012,0.4846496439192643,0.0680980954086092,0.2972014470894695
phosphorus,production of toxins,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,23,35.0,5.8139,728,26,28,40.0,42.0,0.0,78.7679,PST biosynthesis; biosynthesis; biosynthesis gene; cellular toxin content; expression level; gene cluster; gene expression; genes involved; nitrogen; nitrogen limitation; nutrient limitation; phosphorus limitation; pst biosynthesis; saxitoxin; saxitoxin analogues; saxitoxin-producing dinoflagellates; sxtA; sxtA1; sxtG; sxta and sxtg; toxin content; toxin production; toxin profiles,ASSOCIATED_WITH;INCREASES;INVOLVED_IN;REGULATES,16.0,94.7679,Environmental driver,True,True,False,True,0,0.020915575602148014,0.5237723195533568,0.019153527330074877,0.2966938630528799
evolution,core genes,EVOLUTIONARY_PROCESS,PHRASE_GENE_MECHANISM,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,10,10.0,2.3843,1846,71,26,101.0,26.0,1.5,40.4987,Alexandrium fundyense; STX biosynthesis; biosynthesis; gene cluster; involved in stx; involved in stx biosynthesis; saxitoxin; stx biosynthesis; sxtA; sxtA4,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,60.9987,Evolutionary mechanism,True,False,True,False,1,0.24817535916147088,0.3211339377224754,0.2664291696645515,0.2965167920964097
nitrate,other saxitoxin,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,ENV_TOXIN_PHENOTYPE_HYPOTHESIS,16,25.0,4.1486,2232,62,36,98.0,84.0,1.0,64.9571,Alexandrium catenella; Alexandrium tamarense; gonyautoxin; neoSTX; nutrient levels; paralytic shellfish toxin; paralytic shellfish toxins; salinity; saxitoxin; temperature; toxin composition; toxin content; toxin content and composition; toxin contents; toxin profiles; toxin variability,ASSOCIATED_WITH;DECREASES;INCREASES;PRESENT_IN;REGULATES,15.0,79.9571,Environmental driver,False,True,False,False,0,0.11759090976396923,0.43489735225709814,0.12434352169845522,0.2951481285057089
Alexandrium tamarense,PST biosynthesis,SPECIES,BIOLOGICAL_MECHANISM,SPECIES_MECHANISM_HYPOTHESIS,11,11.0,2.426,1863,69,27,161.0,27.0,1.5,43.1669,biosynthesis; cellular toxin content; gene cluster; genes involved; nitrogen; saxitoxin; sxtA; sxtG; sxta and sxtg; toxin content; toxin production,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,65.6669,Mechanistic biology,True,True,False,False,0,0.21317983178235106,0.34914634234156383,0.22835141839692902,0.2947886265664782
Gymnodinium catenatum,homologs,SPECIES,EVOLUTIONARY_PROCESS,SPECIES_EVOLUTION_HYPOTHESIS,15,18.0,3.7066,2303,49,47,111.0,54.0,0.0,57.9282,Saxitoxin; biosynthesis; biosynthesis in dinoflagellates; evolution; gene transfer; genes involved; horizontal gene; horizontal gene transfer; saxitoxin; saxitoxin biosynthesis; saxitoxin biosynthesis in dinoflagellates; saxitoxin synthesis; saxitoxin-producing dinoflagellate; sxtA; sxtG,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,78.4282,Evolutionary mechanism,True,False,True,False,1,0.12503008605950783,0.42572290270006885,0.13243790191878374,0.29374465234849056
